File hash,Reported family,Source,Report date,Report URL,IOC URL (If any)
ef0cb0a1a29bcdf2b36622f72734aec8d38326fc8f7270f78bd956e706a5fd57,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
47b953f1884d3eeddd23b3acb56f5306efccbab87b296f9c4f5a34c95053400a,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
523a17f6892c2558ac4765959df4af938e56a94fa6ed39636b8b7315def3a1b4,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
172fb23460f34d174baa359c23d46d139fe30cd2d97b11b733aae496ab609c25,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
04368c443e8c675578a71712d02bf8959f384c651b0db65fb66525cba7364637,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
ba0cb1f47b69809ca0d3a5bd4163b8d1b77686a7e929b299d8c17e9eb183d128,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
f5afe24061226630faa0f1a125e011819627cee3254060bdf2691bad65ff1d1c,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
4d5290e7e30ef25b7cb265784b1507f756b938af3a4d915225b708e5e44a5ed4,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
f0ef4242cc6b8fa3728b61d2ce86ea934bd59f550de9167afbca0b0aaa3b2c22,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
8d6076a8c08f870f3b4f915428f9e31767ae7f746f692e382a0fd9504beb8cce,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
a5c126fe9e32414c97156ff42415266a7cfa8b6ebedd387446b1542f400cb921,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
d40f8a592579944d808fae321301f45869ef5eb7289b8a01fed7b0521d907e51,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
cda5f909c32bd97f012abd23e73b3d803ded5382ef78417373eec60b453ab6ac,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
121a0e5e66cc7bdc78387b2e67222eb0349ca038e5aced3ed0eccb167106a40e,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
bd2f2781df927fd88301b963e5378d903a2c666ac941ea7c6472486552733bf5,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
007067658922f3b76c847cbd5d572a7f2588f3e53c6542ed56a732421e2d6282,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
dd8cd30a7f571999c99c4a698429f86d4994145373e61e2de81a3a5324030aa3,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
532f47cf21f725459ac6e021c57d5b6db2eb3c2b5b31aabe7c930c780fa98731,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
4736aac07ed7708f89e31f277a19e50abbaa38889f86e4d34d22f31f4abdd327,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
4291ae206f3cee363e9eec5a394e280bc31d413eccf442ace05dd166c60ce67d,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
d8168348d70c5c96e865b9fdd4bee99fb3083c7b4c9c6b9229e4fbea57b3b593,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
d7c27e7ea25a9989563e5a5738d7b2ceabae296aa8189ac6cf8c7e984e02edb1,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
4398615f0a498124b498abb261150f11ce4778afde18d2e4e6717f2826a9d65d,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
3bbfce80c98d8c10b2996a3e0098782353ef91be882c4bf96e55866de6198f9c,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
ffe1528eea078bde8336ab96a574a5401ff2c0403bbefda96a34e5cce4ae6385,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
16e9373bc3ae7eb2b5187d334e1f76e25d6a346f2e34aa53766e6c5823df2526,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
6c816e969446ae9fa3e7e9a90b5cf79ab7342f605e5c4e7e486273d65fba17fd,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
131c53a3612c933e747897573a5f79db9f61895b404f69efea8c1c87262da4fe,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
c4300f85252900112bead3e0a3de2c91729881a1f935b7fd7d2a511914afdbff,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
f619eb9a6255f6adcb02d59ed20f69d801a7db1f481f88e14abca2df020c4d26,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
ff6e750f15d62c847321670e811d40b7e99de710cdb99ebf3dc69bae47800d8b,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
08f6c7ed587ec73962840cadcaff4b087add8a1119b54a45547e5788fc898632,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
8b063914fe37908a0592f63e2117c3bcf38c1122acafd50c01622f03918f2641,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
d18a7cd2bacd43e9a69f25018a3e26bca7f5a81ea42d83f24b68b8b45bb50983,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
a51f9d8ac4608205e5ab98e7f2c58182b9910660dd14218b9628e36e83ad9f11,artradownloader,Palo Alto Networks,2/25/2019,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,https://github.com/pan-unit42/iocs/blob/master/ArtraDownloader/AtraDownloader.csv
6dbe1d2de299359036520f15490834a6ac40b665cf5cd249379d65242af00b44,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
3b13b6f1d7cd14dc4a097a12e2e505c0a4cff495262261e2bfc991df238b9b04,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
a9d483c0f021b72a94324562068d8164f8cce0aa8f779faea304669390775436,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
14da004cc96b910fb75abb86df09e318d92f4fb8dda39c8bd6a8e0601b6605d8,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
311baa4d4229a8d6802d82a8d9935592bf9a7b6aaf0949f0fa0b094592f5e8a7,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
ee06c557f1acd5c4948b1df0413e49f3885f8ac96185a9d986b91a1231444541,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
9017c070ad6ac9ac52e361286b3ff24a315f721f488b53b7aaf6ac35de477f44,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
e6b9d0d356223ed81e635c5702dd47bca1aaeae3471827db03470713e453d5b4,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
932778732711cd18d5c4aabc507a65180bf1d4bd2b7d2d4e5506be4b8193596e,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
3e5a6834cf6192a987ca9b0b4c8cb9202660e399ebe387af8c7407b12ae2da63,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
765327e1dc0888c69c92203d90037c5154db9787f54d3fc8f1097830be8c76ab,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
b027467332243c8186e59f68ff7c43c9e212d9e5074fedf003febcfedad4381a,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
e53ab9a892321f651b73c8468db43b1d82c8c9d7fb8d0131199f501c6a0bafa7,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
1399e4b4ec1c7f3e38048d526f85472c466421dcd00ecd4515605af191ac61ee,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
7fe8d3e63bad6a1628376643a4fe43b9858af5426da808576900b7753bce7614,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
34c84f171cd6c627d116f9c571b35e11541d68abfce36c852d2d787149f44672,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
81afd15e8c4d3ae0e34ede646551fe2ed6872d2142f642835cbbbf7dc524131b,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
df5d9251afabd579f85de2f4d0c90150693fa73631317a39d08749d366bf37fd,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
a7940b9e8ad2a54368999366fe2c50f429008dfb0817000693077e1d1f107d6e,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
c1c4e677b36a2ee6ae858546e727e73cc38c95c9024c724f939178b3c03de906,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
af538ab1b8bdfbf5b7f1548d72c0d042eb14d0011d796cab266f0671720abb4d,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
aee131ba1bfc4b6fa1961a7336e43d667086ebd2c7ff81029e14b2bf47d9f3a7,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
a5989c480ec6506247325652a1f3cb415934675de3877270ae0f65edd9b14d13,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
a376fd507afe8a1b5d377d18436e5701702109ac9d3e7026d19b65a7d313b332,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
9c900078cc6061fb7ba038ee5c065a45112665f214361d433fc3906bf288e0eb,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
967422de1acc14deb7e7ce803d86aff44e2652bfcd550e3a34c2e37abc883dee,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
7caed5f406445c788543f55af6d98a8bc4f0c104e6a51e2564dd37b6a485cc18,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
6a441734b34cdee31a01164140b0c88966fbb4358dcb63a14ae6824f09e9476f,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
6675c204844476dd8ce59ead0eac082754ded599036551526a8e2c509a1407e4,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
605c2047be7c4a17823ad1fa5c1f94fd105721fce3621dc9148cd3baf352938e,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
4c9e3ffda0e663217638e6192a093bbc23cd9ebfbdf6d2fc683f331beaee0321,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
42ac07c5175d88d6528cfe3dceacd01834323f10c4af98b1a190d5af7a7bb1cb,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
4139c96d16875d1c3d12c27086775437b26d3c0ebdcdc258fb012d23b9ef8345,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
3fd510a3b2e0b0802d57cd5b1cac1e61797d50a08b87d9b5243becd9e2f7073f,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
3fc382ae51ceca3ad6ef5880cdd2d89ef508f368911d3cd41c71a54453004c55,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
319ec80eae65c1d39df27c80b52fe7fe1fadc6e9ceabf72f57d1b29e0467ac02,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
2d563dd113a02fdf452544ae2fd7c94162be6db8fb7a287a3474a6ab998159fd,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
2d01c32d51e4bbb986255e402da4624a61b8ae960532fbb7bb0d3b0080cb9946,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
14e547bebaa738b8605ba4182c4379317d121e268f846c0ed3da171375e65fe4,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
004a2dc3ec7b98fa7fe6ae9c23a8b051ec30bcfcd2bc387c440c07ff5180fe9a,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
28f3f5a3ea270d9b896fe38b9df79a6ca430f5edab0423b3d834cf8d586f13e6,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
7222c8acc69a7598989c335d528b366f801a41b434cbf928c6aef01f8e54f57a,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
f1ba626b8181bd1cd84f47f70838d9fa4d8117fac3bd07cbd73cb6f73b1297f8,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
b9b71eb04d255b21e3272eef5f4c15d1c208183748dfad3569efd455d87879c6,egregor,Palo Alto Networks,12/8/2020,https://unit42.paloaltonetworks.com/egregor-ransomware-courses-of-action/,https://raw.githubusercontent.com/pan-unit42/iocs/master/Egregor/EgregorIOCs
0600d86c3c367f6d42bea2b2f1afcf1a8133e8f4c1e76223b8c339809014e06e,redaman,Palo Alto Networks,1/23/2019,https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/,https://github.com/pan-unit42/iocs/blob/master/Redaman_banking_malware/2018-09-file-hashes-for-Redaman-banking-malware.txt
48950f5f942a207e29691ce9a23991da146489d8c350017e0b379518757cba4c,redaman,Palo Alto Networks,1/23/2019,https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/,https://github.com/pan-unit42/iocs/blob/master/Redaman_banking_malware/2018-09-file-hashes-for-Redaman-banking-malware.txt
51a9685cb0fb65ef0f28590a570df2e0b453cbac280545f76dc9832393a8889b,redaman,Palo Alto Networks,1/23/2019,https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/,https://github.com/pan-unit42/iocs/blob/master/Redaman_banking_malware/2018-09-file-hashes-for-Redaman-banking-malware.txt
6c4ca51f61b1db2f58a53fe71ec29dcfbd5f412863e16dd51b4c5049206c77e2,redaman,Palo Alto Networks,1/23/2019,https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/,https://github.com/pan-unit42/iocs/blob/master/Redaman_banking_malware/2018-09-file-hashes-for-Redaman-banking-malware.txt
9b55f45e150ba3d03832abc02a73a6c4d98fe03680136c853ea0decc62d591d7,redaman,Palo Alto Networks,1/23/2019,https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/,https://github.com/pan-unit42/iocs/blob/master/Redaman_banking_malware/2018-09-file-hashes-for-Redaman-banking-malware.txt
f8a078749d358cd3959f048d08235d3a77366313ff67d2b823cec24a8b173b7a,redaman,Palo Alto Networks,1/23/2019,https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/,https://github.com/pan-unit42/iocs/blob/master/Redaman_banking_malware/2018-09-file-hashes-for-Redaman-banking-malware.txt
01dad865713f196edd4b61771d86e92b842c6fcb8ddab162ef5ceeac5a15644b,redaman,Palo Alto Networks,1/23/2019,https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/,https://github.com/pan-unit42/iocs/blob/master/Redaman_banking_malware/2018-09-thru-2018-12-file-hashes-for-Redaman-banking-malware.txt
